start_time,app_time,flip,flip_value,energy_uj_dram,app_state,num_read
1659017452504906847,13200043871,0,0,45482916705,131074,65000
1659017452565966904,13261103928,0,0,45482950640,131074,65000
1659017452627026941,13322163965,0,0,45482984637,131074,65000
1659017452688087042,13383224066,0,0,45483018633,131074,65000
1659017452749147071,13444284095,0,0,45483052569,131074,65000
1659017452810207130,13505344154,0,0,45483086565,131074,65000
1659017452871267128,13566404152,0,0,45483120562,131074,65000
1659017452932327242,13627464266,0,0,45483154558,131074,65000
1659017452993387283,13688524307,0,0,45483188494,131074,65000
1659017453054447358,13749584382,0,0,45483222490,131074,65000
1659017453115507358,13810644382,1,549755813888,45483256365,131074,65000
1659017453176567397,13871704421,0,0,45483290972,131074,65000
1659017453237627487,13932764511,0,0,45483324968,131074,65000
1659017453298687572,13993824596,0,0,45483358904,131074,65000
1659017453359747542,14054884566,0,0,45483392900,131074,65000
1659017453420807688,14115944712,0,0,45483426836,131074,65000
1659017453481867672,14177004696,0,0,45483460832,131074,65000
1659017453542927740,14238064764,1,549755813888,45483494768,196611,65000
1659017453603987818,14299124842,0,0,45483528642,196611,65000
1659017453665047842,14360184866,1,549755813888,45483562577,196611,65000
1659017453726107868,14421244892,0,0,45483596513,196611,65000
1659017453787167908,14482304932,0,0,45483630509,196611,65000
1659017453848228004,14543365028,0,0,45483664445,196611,65000
1659017453909288043,14604425067,0,0,45483698441,196611,65000
1659017453970348135,14665485159,0,0,45483732377,196611,65000
1659017454031408389,14726545413,0,0,45483766312,196611,65000
1659017454092468372,14787605396,0,0,45483800309,196611,65000
1659017454153528225,14848665249,1,549755813888,45483834244,196611,65000
1659017454214588368,14909725392,0,0,45483868241,196611,65000
1659017454275648366,14970785390,0,0,45483902848,196611,65000
1659017454336708751,15031845775,0,0,45483936783,196611,65000
1659017454397768791,15092905815,0,0,45483970718,196611,65000
1659017454458828481,15153965505,0,0,45484004715,196611,65000
1659017454519888618,15215025642,1,549755813888,45484038650,196611,65000
1659017454580948603,15276085627,0,0,45484072647,196611,65000
1659017454642008699,15337145723,1,549755813888,45484106582,196611,65000
1659017454703073363,15398210387,0,0,45484140518,196611,65000
1659017454764128828,15459265852,0,0,45484174514,196611,65000
1659017454825188846,15520325870,0,0,45484209426,196611,65000
1659017454886248889,15581385913,0,0,45484243362,196611,65000
1659017454947308984,15642446008,0,0,45484276748,196611,65000
1659017455008369003,15703506027,0,0,45484310683,196611,65000
1659017455069429037,15764566061,0,0,45484344619,196611,65000
1659017455130489088,15825626112,0,0,45484378615,196611,65000
1659017455191549132,15886686156,1,549755813888,45484413222,196611,65000
1659017455252609200,15947746224,0,0,45484446608,196611,65000
1659017455313669243,16008806267,0,0,45484481154,196611,65000
1659017455374729281,16069866305,0,0,45484515090,196611,65000
1659017455435789406,16130926430,1,549755813888,45484549086,196611,65000
1659017455496849411,16191986435,0,0,45484583022,196611,65000
1659017455557909468,16253046492,0,0,45484616957,196611,65000
1659017455618969546,16314106570,0,0,45484650954,196611,65000
1659017455680029588,16375166612,1,549755813888,45484684889,196611,65000
1659017455741089583,16436226607,0,0,45484718824,196611,65000
1659017455802149710,16497286734,0,0,45484752760,196611,65000
1659017455863209765,16558346789,1,549755813888,45484786756,196611,65000
1659017455924269728,16619406752,0,0,45484820692,196611,65000
1659017455985329777,16680466801,0,0,45484854627,196611,65000
1659017456046389886,16741526910,0,0,45484888624,196611,65000
1659017456107449907,16802586931,0,0,45484922559,196611,65000
1659017456168509945,16863646969,1,549755813888,45484957105,196611,65000
1659017456229570043,16924707067,1,549755813888,45484990491,196611,65000
1659017456290630126,16985767150,0,0,45485025098,196611,65000
1659017456351690129,17046827153,1,549755813888,45485059034,196611,65000
1659017456412750192,17107887216,0,0,45485092908,196611,65000
1659017456473810274,17168947298,0,0,45485126294,196611,65000
1659017456534870285,17230007309,0,0,45485157178,262144,65000
1659017456595930336,17291067360,0,0,45485188062,262144,65000
1659017456656990356,17352127380,0,0,45485219006,262144,65000
1659017456718050432,17413187456,1,549755813888,45485249890,262144,65000
1659017456779110555,17474247579,1,549755813888,45485280774,262144,65000
1659017456840170806,17535307830,1,549755813888,45485311657,262144,65000
1659017456901230576,17596367600,0,0,45485342602,262144,65000
1659017456962290688,17657427712,0,0,45485373486,262144,65000
1659017457023350673,17718487697,1,549755813888,45485404370,262144,65000
1659017457084410790,17779547814,0,0,45485435253,262144,65000
1659017457145470835,17840607859,0,0,45485466137,262144,65000
1659017457206530838,17901667862,0,0,45485497082,262144,65000
1659017457267590955,17962727979,0,0,45485527904,262144,65000
1659017457328650996,18023788020,0,0,45485559337,262144,65000
1659017457389711005,18084848029,1,549755813888,45485590221,262144,65000
1659017457450771123,18145908147,1,549755813888,45485621166,262144,65000
1659017457511831100,18206968124,1,549755813888,45485652050,262144,65000
1659017457572891189,18268028213,0,0,45485682994,262144,65000
