prefetch_ops,rapl_mapped,rapl_unmapped,hs_mapped,hs_unmapped
128,24834.78947368421,17314.229166666668,0.0,0.20052083333333334
129,24868.75,17316.951030927834,0.0,0.5077319587628866
130,25046.842105263157,17311.561538461538,0.0,0.24871794871794872
131,25246.0,17306.295165394404,0.0,0.11450381679389313
132,25316.63157894737,17309.95717884131,0.0,0.15113350125944586
133,27808.277777777777,17311.75939849624,0.0,0.42857142857142855
134,25432.315789473683,17306.915422885573,0.0,0.24875621890547264
135,25483.684210526317,17304.923645320196,0.0,0.11822660098522167
136,25292.9,17300.43137254902,0.0,0.12990196078431374
137,25175.52380952381,17296.070559610707,0.0,0.44038929440389296
138,25128.1,17292.956521739132,0.0,0.20772946859903382
139,25496.526315789473,17283.856459330145,0.0,0.10526315789473684
140,25180.0,17278.571428571428,0.0,0.18571428571428572
141,26220.65,17280.966981132075,0.0,0.4882075471698113
142,25118.95,17287.51877934272,0.0,0.13380281690140844
143,25762.571428571428,17266.93006993007,0.0,0.12354312354312354
144,25114.315789473683,17277.41570438799,0.0,0.26096997690531176
145,25812.0,17269.67816091954,0.0,0.4114942528735632
146,24966.35,17277.502283105023,0.0,0.09360730593607305
147,24879.04761904762,17266.00226244344,0.0,0.10180995475113122
148,24724.95238095238,17262.457207207208,0.0,0.4009009009009009
149,24608.227272727272,17256.246085011186,0.0,0.27293064876957496
150,24669.761904761905,17254.363636363636,0.0,0.09977827050997783
151,25894.1,17255.12141280353,0.0,0.18984547461368653
152,24552.727272727272,17251.22149122807,0.0,0.41885964912280704
153,24549.347826086956,17241.06086956522,0.0,0.11521739130434783
154,23628.863636363636,17241.989177489177,0.0,0.10606060606060606
155,24675.571428571428,17239.96129032258,0.0,0.4021505376344086
156,25186.217391304348,17236.724946695096,0.0,0.26865671641791045
157,25463.238095238095,17238.176220806796,0.0,0.08917197452229299
158,25710.95,17229.73052631579,0.0,0.24
159,26544.15,17236.438155136268,0.0,0.37735849056603776
160,26457.190476190477,17224.966666666667,0.0,0.06041666666666667
161,24541.391304347828,17226.245867768594,0.0,0.1487603305785124
162,26428.14285714286,17218.90329218107,0.09523809523809523,0.5390946502057613
163,26306.095238095237,17220.21632653061,0.0,0.10204081632653061
164,25469.04761904762,17218.941056910568,0.0,0.09146341463414634
165,25254.636363636364,17216.062626262625,0.045454545454545456,0.4
166,25098.652173913044,17208.200400801605,0.13043478260869565,0.19238476953907815
167,24347.652173913044,17221.98003992016,0.0,0.0658682634730539
168,24347.652173913044,17206.069306930694,0.0,0.29108910891089107
169,24462.291666666668,17201.877712031557,0.0,0.24260355029585798
170,24444.541666666668,17202.673189823876,0.0,0.07045009784735812
171,23618.0,17205.80311890838,0.0,0.2202729044834308
172,24416.541666666668,17196.492248062015,0.0,0.3003875968992248
173,24419.083333333332,17199.546153846153,0.0,0.05384615384615385
174,24403.833333333332,17197.136015325672,0.0,0.1839080459770115
175,24373.291666666668,17201.195817490494,0.0,0.24714828897338403
176,25046.32,17203.547348484848,0.0,0.041666666666666664
177,24480.347826086956,17186.973684210527,0.0,0.20488721804511278
178,26115.043478260868,17180.552434456928,0.0,0.2808988764044944
179,26069.91304347826,17194.8531598513,0.0,0.03345724907063197
180,26149.478260869564,17178.864814814813,0.0,0.16666666666666666
181,25215.434782608696,17178.036832412523,0.0,0.2283609576427256
182,25889.0,17182.97074954296,0.0,0.03290676416819013
183,25032.0,17176.628415300547,0.0,0.22404371584699453
184,24089.28,17164.85171790235,0.0,0.26220614828209765
185,24948.041666666668,17177.88828828829,0.0,0.03963963963963964
186,24937.916666666668,17172.2343470483,0.0,0.24865831842576028
187,23953.884615384617,17164.217468805706,0.0,0.16934046345811052
188,23982.03846153846,17168.768141592922,0.0,0.03716814159292035
189,24672.23076923077,17161.707231040564,0.0,0.3333333333333333
190,23186.26923076923,17164.326315789473,0.038461538461538464,0.1
191,23909.26923076923,17156.257839721253,0.34615384615384615,0.05400696864111498
192,23935.115384615383,17158.994791666668,0.15384615384615385,0.3836805555555556
193,24702.08,17159.779310344828,0.44,0.034482758620689655
194,23890.53846153846,17158.701030927834,0.5,0.10824742268041238
195,23774.25925925926,17145.418088737202,0.037037037037037035,0.3464163822525597
196,24488.59259259259,17157.89455782313,0.3333333333333333,0.047619047619047616
197,23969.64,17149.802364864863,0.24,0.23141891891891891
198,24561.923076923078,17145.698653198655,0.19230769230769232,0.19696969696969696
199,24601.76923076923,17155.122073578594,0.0,0.033444816053511704
200,23724.555555555555,17143.408333333333,0.07407407407407407,0.3433333333333333
201,23631.428571428572,17141.942052980132,0.10714285714285714,0.0728476821192053
202,23127.928571428572,17142.676567656767,0.0,0.09075907590759076
203,23878.222222222223,17144.231147540984,0.0,0.3590163934426229
204,23060.724137931036,17136.573529411766,0.06896551724137931,0.026143790849673203
205,24502.14814814815,17138.748376623378,0.1111111111111111,0.26461038961038963
206,23790.571428571428,17140.760517799354,0.0,0.1423948220064725
207,23114.821428571428,17137.29421221865,0.0,0.03858520900321544
208,23723.0,17140.66185897436,0.03571428571428571,0.34294871794871795
209,23701.214285714286,17135.57643312102,0.0,0.014331210191082803
210,23633.60714285714,17134.365079365078,0.0,0.20952380952380953
211,24370.428571428572,17120.9905362776,0.0,0.17350157728706625
212,25360.03846153846,17128.955974842767,0.11538461538461539,0.015723270440251572
213,24352.964285714286,17122.31875,0.10714285714285714,0.3265625
214,25184.85185185185,17114.898753894082,0.037037037037037035,0.014018691588785047
215,25191.62962962963,17125.136222910216,0.14814814814814814,0.1563467492260062
216,25230.037037037036,17120.317901234568,0.07407407407407407,0.11265432098765432
217,25364.73076923077,17117.41564417178,0.0,0.004601226993865031
218,25200.703703703704,17123.490825688074,0.037037037037037035,0.1819571865443425
219,25026.5,17109.0,0.07142857142857142,0.00303951367781155
220,24448.89285714286,17110.668683812404,0.0,0.12254160363086233
221,25098.464285714286,17112.814479638007,0.0,0.043740573152337855
222,24390.035714285714,17108.559220389805,0.0,0.004497751124437781
223,24315.068965517243,17105.765321375187,0.034482758620689655,0.04185351270553064
224,24268.793103448275,17103.947994056463,0.034482758620689655,0.0029717682020802376
225,23541.2,17103.001481481482,0.0,0.005925925925925926
226,23539.133333333335,17100.677466863035,0.0,0.0
227,23514.766666666666,17103.06461086637,0.0,0.0
228,23455.16129032258,17107.887591240877,0.0,0.0
229,22833.0,17099.305676855896,0.0,0.0
230,24214.068965517243,17103.667149059333,0.0,0.0
231,24110.833333333332,17092.615273775216,0.0,0.0
232,23457.8,17096.113505747126,0.0,0.0
233,23416.46875,17095.205714285716,0.0,0.0
234,22884.16129032258,17090.495726495727,0.0,0.0
235,23461.064516129034,17093.691218130312,0.0,0.0
236,23402.303030303032,17096.265536723164,0.0,0.0
237,22868.451612903227,17088.77106741573,0.0,0.0
238,22827.09375,17088.945454545454,0.0,0.0
239,23601.46875,17086.73640167364,0.03125,0.0
240,22849.272727272728,17089.122052704577,0.030303030303030304,0.0
241,22870.96875,17085.495159059476,0.03125,0.0
242,22988.0,17080.81705639615,0.24242424242424243,0.0
243,22915.878787878788,17088.79589041096,0.0,0.0
244,23509.545454545456,17078.877049180326,0.0,0.0
245,23527.09375,17077.029891304348,0.0,0.0
246,23565.25,17085.49864498645,0.09375,0.0
247,23502.151515151516,17074.41778975741,0.0,0.0
248,23591.9375,17075.1355704698,0.0,0.0
249,24179.40625,17080.894243641233,0.0,0.0
250,23535.454545454544,17069.238348868177,0.0,0.0
251,23533.636363636364,17077.641434262947,0.030303030303030304,0.0
252,23520.666666666668,17071.336856010566,0.18181818181818182,0.0
253,23553.939393939392,17071.890789473684,0.21212121212121213,0.0
254,22947.382352941175,17072.818897637797,0.0,0.0
255,23361.60606060606,17065.7362924282,0.42424242424242425,0.0
256,24341.53125,17073.74609375,0.5,0.0
