time,hs_activations,rapl_delta
189.137129446,1166447,1256284
189.307523254,1263815,1642513
189.47791821,1182675,1459224
189.648311823,1085306,1433224
189.776184749,1166447,1255978
189.946500862,1263815,1642330
190.116895112,1182675,1458920
190.287288625,1085306,1432980
190.415239112,968464,1045651
190.542878531,828253,1006956
190.670674532,945096,1277706
190.798469184,1085306,1307126
190.926264699,1253559,1357113
191.09665936,1455462,1760677
191.309652253,1287210,1736629
191.480045192,1085306,1332821
191.608050549,1253559,1357479
191.778233998,1113348,1385190
191.948629589,945096,1353268
192.076423116,1085306,1307064
192.204217421,968464,1045469
192.332014635,1065833,1263546
192.45980869,984692,1089597
192.587604451,1052309,1228391
192.715400194,1133450,1262325
192.885794412,1230818,1639278
193.056187303,1149678,1456296
193.226581161,1052309,1420955
193.354376518,935467,1042173
193.482172109,1032835,1269833
193.609967514,1149678,1287961
193.780363071,1289888,1686336
193.950755972,1173046,1424496
194.12114959,1032835,1376888
194.248945007,1149678,1296872
194.419339142,1289888,1686763
194.589733661,1173046,1425106
194.760126622,1032835,1386044
194.887922241,864583,985471
195.015718099,662679,933103
195.100914805,830932,957273
195.228709524,690721,993894
195.313905869,807564,904600
195.441702779,947774,1294186
195.569497813,830932,1032468
195.697293934,928301,1250485
195.825087193,1045143,1287167
195.952881602,947774,1060178
196.080679733,830932,1032285
196.208473014,928301,1259580
196.336268907,1045143,1277950
196.464063909,947774,1059934
196.591860184,830932,1041562
196.719655614,690721,993345
196.804852123,807564,904722
196.932647113,947774,1294125
197.060442944,830932,1032285
197.188238366,928301,1250363
197.316033283,1045143,1287472
197.44382786,947774,1059751
197.571625682,1028915,1252621
197.699419927,961298,1095334
197.827214087,880157,1070249
197.955011507,782789,1044553
198.082805038,863929,1227658
198.210601572,961298,1262936
198.338397102,1078140,1281186
198.466190858,980771,1072507
198.593986517,863929,1035886
198.721782091,961298,1253659
198.849578581,1078140,1290707
198.977373289,980771,1063474
199.105167898,1061912,1246274
199.23296287,1159280,1272457
199.403356928,1276123,1669063
199.573751244,1178754,1442135
199.744146089,1061912,1405026
199.871939509,1159280,1272458
200.042334424,1078140,1449154
200.170128274,980771,1072507
200.297924245,863929,1035642
200.425720098,723719,997251
200.511106091,840561,907590
200.638712257,980771,1297055
200.766507996,1149024,1347286
200.936902521,1350927,1751033
201.107295694,1182675,1375851
201.277690803,980771,1313901
201.405485291,1149024,1347470
201.575880708,1350927,1750789
201.74627163,1182675,1375667
201.916665525,980771,1313962
202.044460341,738487,897703
202.172256847,940391,1361019
202.300051757,772138,976865
202.427846203,912349,1290585
202.555642425,1080601,1331540
202.683437493,1282505,1393368
202.853833269,1114252,1369442
203.024225893,912349,1316586
203.152020182,670065,891661
203.237217713,871968,994504
203.365012727,703715,970151
203.450208965,843926,924192
203.578006062,727084,1022519
203.663627007,824452,889525
203.790997797,743312,1066830
203.918792317,810929,1205442
204.046588552,892069,1239498
204.174383291,824452,1073240
204.302178354,743312,1066525
204.429974719,810929,1205625
204.557769794,892069,1239315
204.685564092,824452,1073057
204.813360464,743312,1066281
204.94115537,810929,1205564
205.068950465,892069,1239559
205.196746546,824452,1082151
205.324541737,743312,1057309
205.452337389,810929,1205014
205.580133304,892069,1239255
205.707927246,824452,1081906
205.835723819,880800,1204404
205.963518631,833843,1108640
206.091313545,777496,1085629
206.219109508,824452,1190305
206.346904521,785322,1103085
206.474699293,817930,1181882
206.602495587,857061,1184934
206.730290461,824452,1115536
206.858085681,785322,1112180
206.985881406,817930,1173032
207.113676352,857061,1184994
207.241472156,824452,1124753
207.369267344,785322,1103513
207.497062694,817930,1172910
207.624858576,857061,1194088
207.752653485,824452,1115598
207.880448606,785322,1103269
208.008244477,817930,1172909
208.136039429,790757,1120847
208.263835189,813401,1163999
208.391630047,840575,1184933
208.519425441,817930,1123044
208.647221311,836801,1166867
208.775016153,821076,1132199
208.902811524,802205,1121396
209.030607904,817930,1165464
209.158402594,836801,1167050
209.286197306,821076,1132016
209.413993478,802205,1121518
209.541788274,817930,1165403
209.669585087,804826,1139401
209.797379727,815746,1147519
209.925174576,828851,1166379
210.052970507,817930,1130795
210.180768552,827031,1015684
210.308561502,819447,973264
210.436357413,810347,972165
210.564151974,799426,963682
210.691946808,786322,962156
210.819742377,770596,960935
210.947537505,751725,959104
211.075332742,729081,949277
211.203128474,701907,939207
211.330923955,669298,936277
211.416120722,630168,632688
211.501317562,583212,612792
211.586514015,526864,599730
211.671710988,459247,586302
211.756908668,378107,563231
211.842105305,445724,703367
211.927301679,389376,585082
212.012499643,436333,681089
212.09769561,397202,599913
212.182892139,429811,674010
212.268089474,468941,677732
212.353285961,436333,611144
212.438483503,397202,599791
212.523680076,429811,666258
212.608878112,402637,614866
212.694074634,425282,658873
212.779270497,452456,669249
212.864468577,429811,617247
212.949664575,402637,614989
213.034862422,425282,658995
213.120058253,452456,669248
213.205255368,429811,617491
213.290452215,448682,653990
213.375649366,432956,632750
213.460846438,414085,622924
213.54604322,429811,652220
213.631243055,448682,654112
213.716438551,432956,632566
213.801633998,446061,646666
213.886831458,435140,632201
213.972028451,422035,631102
214.057225061,432956,645384
214.142421967,423856,630980
214.22761948,431439,645384
214.312816939,440540,654112
214.39801356,432956,631712
214.483211784,423856,630797
214.568407295,431439,645628
214.653604139,440540,654173
214.738801346,432956,631773
214.823996785,439276,646300
214.909195655,434009,631590
214.994391047,438398,646605
215.079588331,434741,639403
215.164786693,430352,639219
215.249982454,434009,638304
215.335179012,438398,646849
215.42037758,434741,639220
215.505573229,430352,631041
215.5907705,434009,646299
215.675967375,430962,638792
215.761163409,433501,638304
215.846360051,436549,646666
215.931557117,434009,639159
216.016754141,430962,638853
216.101951234,433501,638426
216.187148287,431385,638732
216.272345312,433149,638548
216.357542054,431679,638792
216.442740038,429915,638609
216.527936655,431385,645873
216.613132555,433149,638548
216.698330139,431679,638670
216.783526437,432904,638487
216.868723173,434373,646422
216.95392004,433149,638853
217.039117216,434169,638854
217.124314469,435394,646604
217.209511125,434373,640624
217.29471044,435224,638487
217.379907637,434515,639097
217.465102684,433665,638915
217.550300467,432644,638914
217.635497161,433494,646422
217.720693468,434515,638853
217.805889288,435740,638914
217.891086141,437210,646971
217.976282987,435985,638915
218.061482285,437006,639158
218.146677762,438230,639037
218.231874236,437210,639219
218.317073005,435985,639220
218.402268524,437006,646605
218.48746563,436155,639158
218.572661672,435134,638915
218.65785862,435985,639097
218.743054949,435276,639037
218.828252403,434426,646604
218.913449278,433405,638793
218.998645823,432180,638853
219.083844516,433201,638609
219.169040329,434426,638731
219.254237136,433405,639037
219.339435129,434255,646544
219.424631909,435276,638853
219.50982738,434426,638853
219.595024234,433405,638854
219.680220984,432180,638914
219.765418478,430710,638487
219.850615451,428947,638548
219.935813325,430416,646300
220.021009166,429192,638426
220.10620622,430212,642393
220.191406726,431437,743834
220.276601504,432907,751585
220.361797319,434671,760801
220.446994458,436787,751952
220.532191822,439327,761472
220.617388082,442374,752623
220.702584601,446032,761900
220.787782264,450420,762510
220.872979718,455687,753477
220.958176195,462007,763365
221.043372657,469590,763426
221.128569022,478691,773740
221.213765552,489611,765623
221.298968233,502716,775694
221.384159904,518441,776915
221.469356251,537312,787473
221.554555765,559957,780088
221.639750699,587131,800719
221.724946554,619739,802976
221.810143564,658869,815916
221.895340464,705826,819456
221.980537892,762173,841917
222.108332274,829790,1216610
222.236128847,910931,1232419
222.363922968,1008299,1257992
222.491718555,1125141,1295041
222.662112513,1265352,1684322
222.83250659,1148510,1422604
223.002899805,1008299,1384090
223.13069543,840046,973997
223.258490512,980257,1306271
223.386286539,1148510,1338009
223.556682026,1350413,1750545
223.727073925,1182160,1375485
223.897467514,980257,1322872
224.025262473,1148510,1338193
224.195656923,1350413,1759578
224.36605049,1182160,1366390
224.536444512,980257,1322568
224.664239495,1148510,1338192
224.834633453,1008299,1383664
224.962433322,840046,983090
225.090224585,638143,930296
225.175423061,806396,954831
225.303216272,1008299,1367551
225.431011676,1250583,1423397
225.601405631,1048680,1329647
225.729203129,806396,904539
225.856996777,1008299,1358151
225.984792583,840046,992185
226.112587213,638143,930661
226.197784495,806396,945677
226.325579176,1008299,1367306
226.453374601,840046,983335
226.581170567,638143,930356
226.666367161,806396,954771
226.794162258,1008299,1367184
226.92195759,840046,983335
227.04975332,638143,930661
227.134951033,806396,954893
227.262745509,1008299,1358456
227.390540279,840046,983091
227.51833766,638143,930661
227.603533369,806396,954893
227.731328065,1008299,1367428
227.859123,1250583,1423092
228.029517504,1048680,1329403
228.157312398,806396,904295
228.285108719,1008299,1367733
228.41290325,1250583,1423520
228.58329778,1048680,1329586
228.71109224,806396,904417
228.838888398,1008299,1367794
228.966683519,840046,973997
229.094478931,638143,939755
229.179677425,806396,955198
229.30747185,1008299,1358273
229.435266487,1250583,1423031
229.605661372,1048680,1329648
229.733455864,806396,904050
229.861251789,1008299,1367245
229.989046147,840046,983091
230.116841608,638143,930539
230.202038479,806396,955076
230.329834122,1008299,1358639
230.457629628,840046,983335
230.585424442,638143,930601
230.670621424,806396,954709
230.798417216,1008299,1367428
230.926212207,1250583,1423336
231.096606634,1048680,1329709
231.224401533,806396,904478
231.352197766,1008299,1367733
231.47999212,840046,983335
231.607787747,638143,930295
231.692984213,806396,955137
231.82078015,1008299,1367611
231.94857506,1250583,1423398
232.118969164,1048680,1329586
232.2467645,806396,895322
232.374559572,1008299,1367367
232.502355513,840046,983030
232.6301505,638143,930723
232.715347454,806396,954709
232.843143506,1008299,1367123
232.970940729,1250583,1423214
233.141332519,1541324,1861568
233.354324777,1299040,1661983
233.524718427,1008299,1233090
233.652514599,659410,790464
233.737711173,950151,1094663
233.86550738,707867,895139
233.950702907,909770,998167
234.078499831,741518,973752
234.206295797,881728,1287839
234.334089078,764886,1025937
234.46188694,862255,1244076
234.5896803,781114,1060667
234.717477523,848731,1218502
234.845271419,792384,1086851
234.973067806,839340,1200924
235.100862102,800210,1104612
235.228657357,832818,1183652
235.356452202,805644,1113156
235.484248471,828289,1165707
235.612043432,809419,1130796
235.739838718,825144,1165951
235.867634414,812039,1130674
235.995429433,822960,1157406
236.123225327,813860,1140012
236.251022123,821443,1147946
236.378815295,815123,1149045
236.50661128,807540,1139402
236.634406864,813860,1147458
236.762200821,821443,1157345
236.889997143,815123,1139463
237.017792031,820390,1148129
237.145586942,826710,1158078
237.273383125,821443,1140195
237.401178241,815123,1139524
237.528972934,820390,1148129
237.656770429,816001,1148557
237.784564077,819659,1148434
237.912359447,816611,1139829
238.040154579,819151,1148373
238.167949574,822198,1148374
238.295746303,819659,1148740
238.423540778,816611,1148251
238.551335749,819151,1138913
238.679132849,822198,1157773
238.806926507,819659,1139401
238.934722428,821775,1148374
239.062517822,824315,1148984
239.190312725,822198,1148923
239.318108602,819659,1148617
239.445903175,816611,1139585
239.573698402,819151,1148190
239.701494572,822198,1148618
239.829289781,819659,1148984
239.957084135,821775,1148740
240.084881074,820011,1139828
240.212675581,817895,1148984
240.340470707,819659,1148190
240.468266397,821775,1148679
240.596061653,820011,1139524
240.723857778,817895,1148495
240.851652387,819659,1148313
240.979447138,818189,1139462
241.10724357,819414,1148252
241.235038042,820883,1148312
241.362833213,822647,1148618
241.490629232,821177,1148861
241.618424721,819414,1148923
241.746220022,817297,1139646
241.874016352,814757,1148434
242.001810907,816874,1148252
242.129606776,819414,1148679
242.257401352,822461,1148434
242.385196338,819921,1148801
242.512992525,816874,1139584
242.640787396,819414,1148374
242.76858233,822461,1148557
242.8963783,819921,1149044
243.024173537,822038,1148374
243.151969449,824578,1148862
243.279764389,822461,1139950
243.40755928,819921,1148923
243.535354617,816874,1139402
243.663150691,819414,1148251
243.790947601,822461,1148435
243.918740308,826119,1157773
244.046536941,823071,1139889
244.174331741,819414,1148679
244.302126339,822461,1148435
244.429922596,819921,1139828
244.557718015,822038,1148801
244.685514194,824578,1148801
244.813308717,822461,1149167
244.94110416,819921,1139401
245.068899626,822038,1157712
245.19669407,820274,1140012
245.32448936,818158,1148434
245.452285353,819921,1148496
245.580081187,818452,1139401
245.707876418,819677,1148618
245.835671533,818656,1148557
245.963467694,817431,1139340
246.091262725,818452,1148251
246.219057737,819677,1148435
246.346853898,821146,1148434
246.474649088,819921,1148801
246.602443458,820942,1148740
246.730238226,820092,1149045
246.858034277,819071,1139706
246.985829299,819921,1148557
247.113624269,820942,1148740
247.241420187,822167,1148862
247.369215592,821146,1149106
247.49701177,821997,1149166
247.624806255,823018,1139463
247.752601611,822167,1149045
247.880397493,821146,1149045
248.008192181,819921,1149045
248.135987996,818452,1139523
248.263783843,816688,1148435
248.391578464,818158,1148190
248.519373793,819921,1148374
248.647169259,822038,1148556
248.774966458,820274,1149167
248.902761318,818158,1139707
249.030557026,815618,1139462
249.158350501,817734,1147885
249.28614717,820274,1157407
249.413942103,823322,1148862
249.541737084,820782,1139645
249.669533822,817734,1148923
249.797327594,814077,1139463
249.925123648,817125,1148190
250.052918832,820782,1148313
250.180718731,825171,1052243
250.308510413,821514,973203
250.436305214,817125,980466
250.564099883,811858,971983
250.691895986,805539,971616
250.819690497,797955,970884
250.947485822,788855,962216
251.075281477,777934,969114
251.20307666,764829,960325
251.330871574,749104,959043
251.458668082,730233,949033
251.586462048,707588,947080
251.714258419,680415,944578
251.799455251,647806,633970
251.884651607,608676,622435
251.969848236,561720,618285
252.055045731,505372,597471
252.140243975,437755,583861
252.225439894,356615,560851
252.310636373,424232,701048
252.395833424,505372,716368
252.481030295,437755,583860
252.566228171,356615,560729
252.651424508,424232,693113
252.736620131,505372,716002
252.821817409,437755,583739
252.907014931,494103,701963
252.992211428,447146,598082
253.077408301,390799,585509
253.162605271,437755,681090
253.247802665,398625,607786
253.332999642,431233,666624
253.418197349,470364,677855
253.503395029,437755,611144
253.588592187,398625,600096
253.673787475,431233,674131
253.758984377,404060,615050
253.844181651,426704,651488
253.9293791,453878,669370
254.014575232,431233,617186
254.099772274,404060,614989
254.184970235,426704,659178
254.270167619,453878,669249
254.355364903,431233,617430
254.440561154,450104,662046
254.525757658,434379,625060
254.61095493,415508,623045
254.696150993,431233,652281
254.781346904,418129,630614
254.866543852,429049,644896
254.951741043,442154,654112
255.036938437,431233,631712
255.122135713,440334,646239
255.20733378,432750,631712
255.292529579,423650,630919
255.377727062,431233,645384
255.462924276,440334,654295
255.548118846,432750,631529
255.633316126,423650,630858
255.718513639,431233,645445
255.803710227,440334,654234
255.888908658,432750,631590
255.974104907,439070,646666
256.059302701,433803,631285
256.144499659,427484,638792
256.22969596,432750,645873
256.314891973,428361,630674
256.400089391,432019,646239
256.485287455,436407,646361
256.570483043,432750,631346
256.655679794,428361,638670
256.740876306,432019,645994
256.826074685,428971,638671
256.911272051,431511,638121
256.996467864,434558,646543
257.081665485,432019,638976
257.166862876,428971,630918
257.252059734,425314,638366
257.337255235,428361,645689
257.422451732,432019,638304
257.507648072,436407,646483
257.592846844,432750,639097
257.678042766,428361,630614
257.763239899,432019,646177
257.848436182,428971,638487
257.93363371,431511,638243
258.018830395,434558,646483
258.104027583,432019,638792
258.189224207,428971,638671
258.274421242,431511,637998
258.359617186,434558,646422
258.444814448,438216,639037
258.530011117,435168,639280
258.615208517,431511,638915
258.700405211,427122,638670
258.785602075,430779,637877
258.870799236,435168,646543
258.95599634,431511,639037
259.041193074,434558,638670
259.126390327,432019,638853
259.211586189,428971,638549
259.296784574,431511,645994
259.381980391,429394,638609
259.467176882,426855,638670
259.552374395,428971,637999
259.637571468,427207,638304
259.722768594,428677,638121
259.807965103,430441,645995
259.893161899,432557,638365
259.978359052,435097,646544
260.063555709,432981,639097
260.148753142,430441,656004
260.233951305,432557,752562
260.319146629,435097,751768
260.404343821,438145,761167
260.489540831,441802,752501
260.574737825,446191,761900
260.659934577,451457,762327
260.745131637,457777,762815
260.830328286,465361,763426
260.915525319,474461,764036
261.000722059,485382,774290
261.085919187,498486,765867
261.171115623,514212,785338
261.256311736,533082,778074
261.341509195,555727,788755
261.426706263,582901,791014
261.511903073,615509,802732
261.597100205,654640,815367
261.682297272,701596,827878
261.767494216,757943,841673
261.895288958,825560,1207089
262.023086764,769213,1094236
262.150880375,816169,1189816
262.278675351,872517,1203244
262.406471166,825560,1107846
262.534266305,769213,1085203
262.662061158,816169,1189511
262.789857341,872517,1212704
262.917652448,825560,1098874
263.045447282,769213,1084897
263.173243692,816169,1190061
263.301038647,872517,1212582
263.428833044,825560,1098874
263.556629435,864691,1185971
263.684424293,832082,1116392
263.812219215,792952,1113400
263.940015517,825560,1173825
264.067811526,798387,1121640
264.195606279,821032,1165037
264.323401655,802161,1130429
264.451196448,817886,1156125
264.578992548,836757,1166989
264.706787579,821032,1131894
264.834582114,834136,1166989
264.962377849,823216,1131833
265.090173,810111,1139890
265.217969001,821032,1147763
265.345763976,834136,1167233
265.473559313,849862,1159299
265.601356593,836757,1142209
265.729153234,821032,1132321
265.856945113,802161,1121274
265.984741164,817886,1165098
266.112537487,836757,1166989
266.240331932,821032,1132077
266.368127288,834136,1157895
266.495922219,823216,1140927
266.623717743,810111,1130796
266.751514637,821032,1156979
266.87930996,834136,1167233
267.007104174,823216,1131650
267.134899158,832316,1148557
267.26269413,824732,1149899
267.3904901,815632,1130674
267.518286338,823216,1157407
267.646079995,832316,1158139
267.773877612,824732,1140561
267.901671853,815632,1130795
268.029466989,823216,1157590
268.157263785,832316,1158017
268.285057149,824732,1140683
268.412854919,815632,1140012
268.540648338,823216,1148495
268.668444407,816896,1139646
268.796239057,822162,1157651
268.92403424,817774,1139523
269.051829089,821431,1148374
269.179626413,825820,1158200
269.30742014,831086,1149167
269.435216427,826697,1140622
269.563012524,821431,1139951
269.690805762,825820,1158078
269.818601888,822162,1139950
269.946396617,817774,1148984
270.074191707,821431,1148435
270.201987102,825820,1148923
270.329782288,822162,1140073
270.457579376,825210,1148861
270.585373416,828867,1157956
270.713169052,825820,1140500
270.840963547,828359,1158384
270.968759606,826243,1140133
271.09655455,823703,1140195
271.224350269,825820,1148923
271.352147224,824056,1149045
271.479940534,821939,1139951
271.607736498,819400,1148617
271.735531737,821516,1148679
271.863326552,819752,1148679
271.991122636,821222,1148434
272.118917637,822986,1148862
272.246712287,825102,1149167
272.374509339,823339,1139829
272.502303365,824808,1148739
272.630099576,826572,1148801
272.757894759,828689,1149289
272.885690029,826925,1149533
273.013485239,824808,1140256
273.141280298,822269,1149228
273.269075539,824385,1148740
273.39687119,826925,1149350
273.524665994,824808,1149472
273.652463763,822269,1139951
273.78025812,824385,1149106
273.908053572,822621,1149228
274.035848436,824091,1148923
274.163644908,825855,1149228
274.291439017,827971,1148862
274.419235072,830511,1149533
274.547030444,828395,1140561
274.674825146,830158,1149228
274.802621275,832275,1158749
274.930417169,830511,1141050
275.058211212,828395,1149655
275.186007151,825855,1140134
275.313802159,822807,1140134
275.441598234,819150,1148800
275.56939342,822198,1148435
275.697188654,825855,1149167
275.824983562,830244,1149045
275.952779335,826586,1149655
276.080574423,822198,1140439
276.208370158,816931,1139584
276.336165154,821320,1157407
276.463962615,826586,1148740
276.591755849,832906,1158383
276.719552888,827640,1131467
276.847348691,821320,1149106
276.975142693,826586,1148679
277.102941479,832906,1158261
277.230735765,840490,1158993
277.35853029,834170,1141660
277.486323907,826586,1131772
277.614121146,817486,1140195
277.741915971,825070,1157834
277.869710494,818750,1139890
277.997505452,824016,1148678
278.125300484,830336,1158262
278.25309521,825070,1140377
278.380891665,829458,1148984
278.508687615,825801,1149717
278.636481937,828849,1149228
278.764277151,826309,1140378
278.892072065,823261,1149350
279.01986793,825801,1148739
279.14766338,823685,1140256
279.275459421,821145,1148984
279.403254082,823261,1148862
279.531049503,825801,1148801
279.658844053,828849,1149289
279.786640971,826309,1149594
279.914436893,823261,1140012
280.042231627,819604,1148923
280.170028412,822652,1148800
280.297822139,826309,1149167
280.425617398,823261,1140317
280.553412388,819604,1148984
280.681208229,822652,1148496
280.809004264,820112,1139523
280.936798032,822228,1158017
281.064593143,824768,1149106
281.192389449,827816,1139951
281.320184228,825276,1149045
281.447979652,827393,1149167
281.575775703,825629,1149289
281.703570876,823512,1140439
281.831365404,820973,1149045
281.959161361,823089,1148739
282.086959305,821325,1148862
282.214752014,822795,1149228
282.342547927,824559,1139829
282.470342777,823089,1148801
282.598138068,824314,1148800
282.725933695,825784,1148740
282.853730269,824559,1139768
282.981524588,825580,1158322
283.109319517,824729,1139951
283.237116896,823708,1149167
283.364910419,822484,1139706
283.492705513,823504,1158078
283.620501153,822654,1139707
283.748296413,821633,1148984
283.876091421,822484,1148861
284.003887593,823504,1148862
284.131682649,824729,1139707
284.259477207,823708,1148984
284.387273378,824559,1149106
284.515068666,825580,1149167
284.642864663,826804,1148984
284.770659865,825784,1148983
284.898454917,824559,1140134
285.02625034,823089,1148801
285.154045919,824314,1148679
285.281840473,825784,1149045
285.409636271,824559,1140072
285.537432457,823089,1148923
285.66522841,821325,1149350
285.793024059,822795,1149045
285.920818151,821570,1139768
286.048612772,822591,1148678
286.176409257,823816,1148557
286.304203281,825286,1148984
286.432001071,827049,1149045
286.559794781,825580,1149106
286.68759094,823816,1140073
286.815385703,821699,1149167
286.943180093,823463,1148800
287.07097663,825580,1148862
287.198771829,823816,1149045
287.326566315,825286,1149106
287.454363181,827049,1139890
287.582159299,829166,1158444
287.709952063,827402,1140561
287.837748796,825286,1149350
287.965543171,822746,1140073
288.093340034,824862,1148679
288.221135958,827402,1148983
288.348929597,825286,1149534
288.476724081,822746,1139828
288.604520665,824862,1148862
288.732315258,823099,1148923
288.86011024,824568,1148862
288.987907516,826332,1148861
289.115700878,824862,1139890
289.243499039,823099,1148984
289.37129363,824568,1148801
289.499087611,826332,1149350
289.626883745,824862,1149228
289.754678515,823099,1149228
289.88247422,820982,1140012
290.010269133,822746,1148861
290.138064514,821276,1108823
290.265861449,819512,993589
290.393657089,817396,980283
290.521452356,814856,971983
290.649247015,811808,979611
290.777041494,808151,971616
290.904836348,803762,971006
291.032634034,798496,970701
291.1604291,792176,978208
291.288223781,784593,961423
291.416020066,775492,968626
291.543813673,764572,967771
291.67161032,751467,958432
291.799405984,735741,957273
291.927200852,716871,947630
292.054997223,694226,945615
292.140369455,667052,643065
292.225389734,634444,632810
292.310584692,595313,628905
292.395783233,548357,609251
292.480979503,492010,596434
292.566176777,424393,582030
292.651374151,480740,692748
292.736569963,433784,604429
292.821767039,377436,583739
292.90696581,424393,679930
292.992161318,480740,692747
293.07735839,433784,604796
293.162555664,472914,670408
293.247753059,440306,619383
293.332948903,401175,600158
293.418145649,433784,666807
293.503341945,406610,615111
293.588541172,429255,659483
293.673738119,456429,669676
293.758933266,433784,617857
293.844130604,406610,615111
293.929326078,429255,659300
294.014524735,456429,661864
294.099721268,433784,625242
294.184918902,452655,654417
294.270115213,436929,632994
294.355312705,418058,615660
294.440509758,433784,652770
294.525706361,420679,630980
294.610903445,431600,652830
294.696099039,444704,654112
294.781296551,433784,624388
294.866493273,442884,654478
294.951689604,435301,632140
295.036886287,426200,630919
295.122083029,433784,645994
295.207280586,442884,646605
295.292479323,435301,639647
295.377675546,426200,631163
295.462872004,433784,645933
295.548068681,427464,630858
295.633265564,432731,645994
295.718463225,439050,646544
295.803658513,433784,639525
295.888856174,427464,631041
295.974053851,432731,646177
296.059250421,428342,638670
296.144447957,431999,638243
296.229644707,436388,646422
296.314840809,432731,638914
296.400038588,428342,630797
296.485235051,431999,645995
296.570433104,428951,638670
296.655628046,431491,638121
296.740826633,434539,646421
296.826021052,431999,638915
296.911219177,434116,638365
296.996415279,436655,646544
297.081612283,434539,639036
297.166808973,431999,638914
297.252006159,428951,630858
297.337204919,425294,638243
297.422401467,428342,645567
297.507597333,431999,638304
297.592794263,428951,638488
297.677992225,431491,645811
297.763187197,434539,638670
297.848384849,431999,638915
297.933581484,428951,638609
298.018778287,431491,646055
298.103975103,429375,630858
298.189173648,431138,646055
298.274370881,433255,638549
298.359566241,435795,646421
298.444763118,433678,638915
298.529960004,435442,638792
298.61515591,433972,638914
298.700353167,432208,638854
298.78555052,433678,646421
298.870747141,432453,638610
298.955945915,430984,638792
299.041141048,432208,638365
299.126337802,431188,638609
299.211534917,429963,638609
299.29673241,430984,638182
299.381931089,430133,646422
299.467126535,430842,638487
299.552322424,431692,638487
299.637520236,430984,638487
299.722716019,431574,638427
299.80791299,432283,646238
299.893110306,431692,638548
299.978307178,432185,638609
300.063504297,432775,638671
300.14870285,432283,641050
300.233901683,432693,744322
300.319097285,433186,752012
300.404291778,433776,751952
300.489488558,434485,752012
300.574686113,435336,761106
300.659882594,436356,751890
300.745080004,437581,752501
300.830277747,439051,761351
300.915473924,440815,752561
301.00067002,442931,752684
301.085869061,445471,761839
301.171065598,448518,753049
301.256260084,452176,762450
301.341457343,456564,762876
301.426656085,461831,763121
301.51185108,468151,763731
301.597050503,475734,764646
301.682245576,484835,765013
301.767442636,495755,775144
301.852640399,508860,766844
301.937836173,524586,777464
302.02303337,543456,788084
302.108230616,566101,780637
302.193427599,593275,800841
302.278623335,625883,804075
302.363820567,665013,816038
302.449018849,711970,819456
302.534213512,768317,842405
302.662010706,835934,1217099
302.789806685,917075,1232113
302.917600222,849458,1084226
303.04539646,768317,1068967
303.173192096,835934,1208005
303.300987897,779587,1085995
303.428784229,826543,1199582
303.556577797,882891,1204038
303.684372561,835934,1108578
303.812168833,779587,1086057
303.939963427,826543,1190488
304.067759562,882891,1204343
304.195554664,950508,1227780
304.323349182,894160,1096554
304.451145857,826543,1082273
304.578944905,745403,1057737
304.706735673,813020,1215328
304.834531296,894160,1230588
304.962326286,826543,1082273
305.090121068,745403,1066831
305.217918077,813020,1205868
305.345713708,894160,1239682
305.473508378,991529,1256588
305.601304462,1108371,1283933
305.771697568,1011002,1435360
305.899492376,894160,1029294
306.027287523,753949,999448
306.155084285,870792,1279782
306.28287792,773423,1043515
306.410674721,854564,1226804
306.538469361,786946,1078549
306.666264469,843294,1200559
306.794060653,796338,1095700
306.921855362,835468,1192197
307.049650539,802859,1113400
307.177446455,830033,1174985
307.305241467,807388,1122068
307.43303645,826259,1165890
307.560832195,810534,1131162
307.688628311,823638,1156613
307.816423564,839364,1167111
307.944218316,826259,1131833
308.072013177,810534,1131101
308.199809384,823638,1156979
308.327605925,812718,1139829
308.455400148,821818,1156980
308.583195269,814234,1139828
308.710990492,820554,1147946
308.838788132,828138,1157529
308.966582078,821818,1140195
309.094376084,827085,1158017
309.222172303,822696,1140561
309.349967493,817429,1139890
309.477762282,821818,1148251
309.605560567,818161,1148740
309.733353715,813772,1139401
309.86114905,817429,1147947
309.98894432,821818,1148495
310.116739271,827085,1157956
310.244535832,822696,1140195
310.372330912,817429,1139707
310.500125649,821818,1157467
310.62792035,827085,1149045
310.755716271,822696,1149595
310.883511232,817429,1139828
311.011307386,821818,1148618
311.139103054,818161,1139462
311.266897989,821209,1148496
311.394693353,824866,1158139
311.5224883,821818,1139584
311.650282995,824358,1148618
311.778078804,822241,1139890
311.905875638,824005,1158078
312.033669747,822535,1140012
312.161464959,820772,1149106
312.289261393,822241,1148800
312.417056287,821017,1148740
312.544852171,819547,1140012
312.672647626,820772,1148617
312.800443391,819751,1148801
312.928238632,818526,1139707
313.056032141,817056,1148740
313.183827531,818281,1148617
313.311623332,819751,1148618
313.439419468,821515,1148801
313.567216183,823631,1148922
313.695009505,821867,1149228
313.82280601,819751,1139707
313.950600368,821515,1148374
314.078395569,823631,1148800
314.206191289,821867,1139585
314.333986585,823337,1157529
314.461781437,825101,1149167
314.589577366,823631,1139950
314.717372766,824856,1148740
314.845168087,823835,1149167
314.972963263,822610,1139401
315.100758471,821141,1149045
315.228555858,819377,1149167
315.356349332,817260,1139463
315.484144351,819024,1148251
315.611940383,821141,1148557
315.739735143,819377,1148739
315.867530289,820847,1148496
